0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
-0.10849651,-0.039813478,0.30190736,-0.26,0.0,0.20453507,0.003655935,0.3449682,-0.26,0.0,-0.018268202,0.15255119,0.07180432,0.11874451,1.235803,0.1448075,-0.19749789,-0.16167508,1.0628979
-0.11091457,-0.039055962,0.30070502,-0.26,0.0,0.20478632,0.0041232035,0.34333852,-0.26,0.0,-0.017872268,0.15284212,0.07106504,0.120106936,1.2346503,0.14513631,-0.19678801,-0.16154684,1.0610219
-0.11090355,-0.038901616,0.30052027,-0.26,0.0,0.20508966,0.00414394,0.34297955,-0.26,0.0,-0.017526897,0.15340094,0.07057942,0.119539104,1.2349833,0.14534949,-0.19680521,-0.16100983,1.0603234
-0.11042899,-0.038666986,0.3004531,-0.26,0.0,0.20534073,0.00416115,0.34270847,-0.26,0.0,-0.017026749,0.15400758,0.070183545,0.118791826,1.2357264,0.14557213,-0.19690268,-0.16007556,1.0600185
-0.1098382,-0.038370743,0.30036026,-0.26,0.0,0.2056455,0.004198828,0.3423984,-0.26,0.0,-0.016195796,0.1544734,0.069853164,0.117979996,1.2369697,0.14570516,-0.19696832,-0.15798458,1.059938
-0.1098599,-0.038035307,0.30011442,-0.26,0.0,0.20606934,0.0043199053,0.34185925,-0.26,0.0,-0.014866155,0.15457968,0.0695418,0.117683515,1.23879,0.1455871,-0.19704096,-0.15227987,1.0596416
-0.11056962,-0.03767533,0.2996728,-0.26,0.0,0.2067689,0.004520445,0.34100854,-0.26,0.0,-0.012773726,0.15405598,0.06915179,0.11904095,1.241118,0.14501753,-0.19723244,-0.13817392,1.058159
-0.11142719,-0.037340533,0.29915893,-0.26,0.0,0.20787427,0.0047010505,0.3399332,-0.26,0.0,-0.00953772,0.1525727,0.06870205,0.12337683,1.243673,0.14384897,-0.19779564,-0.10992714,1.0542147
-0.11166984,-0.037125185,0.29868385,-0.26,0.0,0.20925075,0.0047040195,0.33875218,-0.26,0.0,-0.004711055,0.1497906,0.06861123,0.13189232,1.2461673,0.14187495,-0.19896132,-0.063394085,1.0461578
-0.11121687,-0.037170276,0.2981935,-0.26,0.0,0.21068937,0.0043877736,0.3375591,-0.26,0.0,0.0021671152,0.14530087,0.06986046,0.14603768,1.2479765,0.13871692,-0.20060214,0.0016232016,1.0320629
-0.11101601,-0.037518434,0.29764134,-0.26,0.0,0.21216716,0.003761772,0.33640504,-0.26,0.0,0.011424393,0.13861838,0.07377368,0.16707624,1.2477857,0.13343947,-0.20272362,0.082927175,1.0106221
-0.11152501,-0.038138747,0.29712608,-0.26,0.0,0.21376088,0.0028891973,0.33545047,-0.26,0.0,0.023133354,0.12964937,0.081444904,0.19551787,1.2438645,0.124845274,-0.20537733,0.17578948,0.98111343
-0.112567164,-0.038685337,0.29691908,-0.26,0.0,0.21489154,0.0021285457,0.33483645,-0.26,0.0,0.037203904,0.11874939,0.09350377,0.23195013,1.2345761,0.11205178,-0.20801048,0.27228042,0.9438001
-0.113931455,-0.03882114,0.29701164,-0.26,0.0,0.21495557,0.0018155806,0.33448264,-0.26,0.0,0.053108923,0.10613414,0.11006165,0.277802,1.2174923,0.09425279,-0.20944248,0.3630376,0.89903456
-0.12925045,-0.036014415,0.28431514,-0.26,0.0,0.22275768,0.0022788635,0.3204134,-0.26,0.0,0.06660311,0.09157004,0.121670485,0.34755093,1.1649809,0.07789026,-0.22097297,0.4618811,0.83287126
-0.12725171,-0.0359658,0.28449455,-0.26,0.0,0.22117856,0.0020263637,0.32150075,-0.26,0.0,0.09419024,0.1023699,0.14171356,0.41934577,1.1038263,0.058289032,-0.22912382,0.5338159,0.7312869
-0.12424983,-0.03556433,0.2845633,-0.26,0.0,0.21857494,0.0018272441,0.32283208,-0.26,0.0,0.08843212,0.07910993,0.15437873,0.4858449,1.0094733,0.055173207,-0.25690192,0.58908486,0.6260031
-0.121891335,-0.03486459,0.28444794,-0.26,0.0,0.21529888,0.001879847,0.32403305,-0.26,0.0,0.10718338,0.07326977,0.1731814,0.5335718,0.8970951,0.023114195,-0.2772292,0.6258931,0.50031805
-0.12121853,-0.034050703,0.28413656,-0.26,0.0,0.21186294,0.0021946742,0.32491112,-0.26,0.0,0.14289248,0.08337475,0.2027952,0.5546963,0.7718326,-0.0011261094,-0.28707045,0.66246337,0.36609474
-0.12161758,-0.033135373,0.2836996,-0.26,0.0,0.20803489,0.002682587,0.32570964,-0.26,0.0,0.13097237,0.056489013,0.22560002,0.5747389,0.6353011,-0.023453685,-0.32245594,0.67566127,0.23412418
-0.12178101,-0.03215364,0.28328753,-0.26,0.0,0.20394534,0.0032332058,0.32652757,-0.26,0.0,0.14606017,0.045158837,0.25643465,0.6065205,0.5179539,-0.04714213,-0.3430823,0.6904896,0.104267724
-0.12071512,-0.031153655,0.28317842,-0.26,0.0,0.20027666,0.0038097075,0.32730737,-0.26,0.0,0.19288142,0.042517435,0.29943871,0.6492263,0.41306114,-0.09988871,-0.34262556,0.69911814,-0.028052375
-0.11813121,-0.030157678,0.28372973,-0.26,0.0,0.19765049,0.004490286,0.32818612,-0.26,0.0,0.20900348,0.016263781,0.34122625,0.6890716,0.31478596,-0.14319576,-0.35381952,0.6954885,-0.14472204
-0.114142016,-0.029193284,0.2851095,-0.26,0.0,0.19596857,0.005297756,0.32939425,-0.26,0.0,0.22496422,-0.015120046,0.38928002,0.7281764,0.22992389,-0.18527278,-0.3633472,0.68212706,-0.24990849
-0.109837644,-0.027906049,0.28695086,-0.26,0.0,0.19477178,0.0064598564,0.3304189,-0.26,0.0,0.22092125,-0.059236854,0.43945143,0.7554541,0.16087228,-0.2116837,-0.3834428,0.6561103,-0.34107518
-0.10707664,-0.0259651,0.28841707,-0.26,0.0,0.19394769,0.008143236,0.33026764,-0.26,0.0,0.2670053,-0.07073815,0.48041132,0.788923,0.0699606,-0.25555515,-0.38387454,0.63329726,-0.42450207
-0.104394615,-0.02389657,0.2897677,-0.26,0.0,0.19367807,0.009868965,0.3295736,-0.26,0.0,0.2703684,-0.06617571,0.5168166,0.82879394,-0.014529797,-0.30134776,-0.39196315,0.6203405,-0.4805006
-0.100897074,-0.022139013,0.29139033,-0.26,0.0,0.19460051,0.011394467,0.32905585,-0.26,0.0,0.2185456,-0.050201736,0.54925466,0.87278897,-0.08654995,-0.33516508,-0.40938002,0.61546576,-0.51299566
-0.097561575,-0.02082902,0.29361105,-0.26,0.0,0.19714549,0.012946384,0.3291595,-0.26,0.0,0.19266304,-0.014474534,0.5852247,0.9263239,-0.14231442,-0.39399436,-0.40864334,0.6246346,-0.52481794
-0.09525416,-0.020106161,0.29639372,-0.26,0.0,0.20143272,0.0147137465,0.33001214,-0.26,0.0,0.18606909,0.009521133,0.6139242,0.96039957,-0.17703813,-0.43230763,-0.40882584,0.632926,-0.5262344
-0.09399251,-0.019932492,0.29941994,-0.26,0.0,0.20651376,0.016680682,0.33148733,-0.26,0.0,0.18020898,0.018057019,0.63711464,0.9744798,-0.1981423,-0.4598254,-0.41105756,0.63560283,-0.5298026
-0.09316312,-0.020135477,0.3026666,-0.26,0.0,0.21060756,0.018681759,0.33379275,-0.26,0.0,0.22185822,0.029671807,0.65454316,0.98589146,-0.20698631,-0.49039048,-0.4019165,0.6433298,-0.52645826
-0.092562,-0.020652415,0.30631608,-0.26,0.0,0.21262035,0.020486364,0.33717978,-0.26,0.0,0.2217011,0.029422428,0.6599789,0.98052406,-0.20887746,-0.49607024,-0.40600562,0.6476504,-0.5209544
-0.09361415,-0.021368995,0.3100328,-0.26,0.0,0.2120997,0.02209961,0.34087425,-0.26,0.0,0.21973358,0.026288103,0.6586518,0.9718041,-0.20509139,-0.49620274,-0.409776,0.653144,-0.51419646
-0.09912478,-0.022168515,0.3133158,-0.26,0.0,0.20817459,0.023570582,0.3436142,-0.26,0.0,0.21528192,0.023024319,0.65283185,0.9637771,-0.19747816,-0.49458408,-0.4124423,0.6610308,-0.50695586
