0,1,2,3
-0.013787430486799401,-0.003678555623541953,-0.9995048387807287,0.028043755864819768
-0.013088691881027095,-0.0035500654028782323,-0.9994838083151623,0.029123875022029275
-0.012521898104163112,-0.0036238935656502614,-0.9994515983706217,0.0304396448353635
-0.011697460929901532,-0.003631238046441081,-0.9994218628707269,0.031716297609424626
-0.01097386916994323,-0.0036710721977692208,-0.9993867408027536,0.033049050394974015
-0.010527796932156268,-0.003720357373603702,-0.9993375323653005,0.034638430085669455
-0.0102654918305113,-0.0037625601266228024,-0.9992760988564721,0.0364381815265444
-0.010035650895644338,-0.0037984237445136157,-0.9992170115897081,0.038081773040272666
-0.009744038647833905,-0.003805068627944005,-0.9991725765843097,0.039303147016974876
-0.00943575487605356,-0.0037862992071142623,-0.9991446153699406,0.0400832639076074
-0.009252840965273852,-0.0037529282457437825,-0.9991313496500452,0.040457961022926675
-0.009190227404311208,-0.0036610977108311508,-0.9991310773977565,0.04048735928419105
-0.009117140574615011,-0.003500496253300507,-0.9991393066646549,0.040314639417910164
-0.008983900412793844,-0.0033645762316404284,-0.9991527156986432,0.04002274193731274
-0.008849623034583077,-0.003282469053112647,-0.9991671702667062,0.039697297518648186
-0.008781073443527987,-0.003192469574820013,-0.999179748186434,0.039402178890103064
-0.008770913979679268,-0.0030586333499410794,-0.999193104022648,0.03907501380136768
-0.008775025026167402,-0.002912614014991127,-0.9992088222760006,0.03868132755216331
-0.008827004991478291,-0.0027583891484001108,-0.9992220941851,0.03833642868773374
-0.008889563115220617,-0.002633912433895375,-0.9992308508054484,0.03810177123876358
-0.008908551255073324,-0.0025653650023421543,-0.9992373271181111,0.03793179023976677
-0.008902507884961988,-0.002514746627507247,-0.9992426992021863,0.03779483422224219
-0.00883037015429135,-0.002409224990998886,-0.9992491415833284,0.037648017781315685
-0.008734919652329629,-0.002312764357867348,-0.9992592783237676,0.03740650990877669
-0.008702508537757567,-0.0022920794810248075,-0.9992763500542783,0.036956581808961886
-0.00876060754040197,-0.0022865129843994314,-0.9993003763652639,0.03628748282999077
-0.008882036859473377,-0.0022872866815729525,-0.9993297610281643,0.035438770636907035
-0.008988981065022333,-0.0023677603974841255,-0.9993636296111579,0.03443730158600119
-0.009038093376783428,-0.0024672470399466585,-0.999400294398495,0.033335823319036444
-0.008997669476317574,-0.002500349985925773,-0.9994394343963046,0.03214976154713716
-0.009064601209386309,-0.00252582625466149,-0.9994817561133974,0.030784288251073055
-0.009667639740574345,-0.0026979673145910705,-0.9995203165928289,0.029298369107967074
-0.010562353847525494,-0.003020779190474075,-0.9995546736669618,0.027744655788379452
-0.011077401458904736,-0.003253306016291686,-0.9995965631352484,0.02595030144491935
-0.011593543085656906,-0.002805097538517035,-0.9996513672810765,0.023555574278599653
-0.012410749980579588,-0.002884082174383443,-0.9997256955090822,0.019651694425995788
-0.01347209113484396,-0.0026641724636255718,-0.9997889666545776,0.015278321285750704
-0.013762258589298975,-0.0021263418447799347,-0.9998455658809077,0.010720228410260359
-0.012768537511424144,-0.0014144419470700888,-0.9999001413148539,0.005888225737234253
-0.01023432667018181,-0.0006096429506481738,-0.9999472816504303,0.0005664035625083716
0.006464426417780262,-0.0002329944909836385,0.9999653937699432,0.0052314593736938015
0.0018433835267295591,-0.0009092264732549046,0.999939880465618,0.01077082628211275
-0.0030263476592233955,-0.0016778684206791312,0.9998751371419317,0.015418693291312199
-0.007408101090935792,-0.0030089076638377676,0.9997832037505475,0.019225296127449
-0.011426465426670059,-0.0049066085148091075,0.9996690735422437,0.022518980525940365
-0.01592219482551766,-0.006922414088735722,0.999524731175452,0.025473037976701862
-0.020328698776472247,-0.009096868790706725,0.999386208174903,0.027040671109453893
-0.0236733701530162,-0.01186477027118596,0.9992521708535732,0.02817619236929723
-0.025607858370347656,-0.015169022896713309,0.9991356106087294,0.02902016449927219
-0.026606631920710975,-0.018559846114046995,0.9990463583985222,0.029223158978970706
-0.027620481524859766,-0.021600603332634666,0.9989779250213796,0.028524169680809966
-0.02927678053653936,-0.0238984871524303,0.9989214687504329,0.02697464926033967
-0.030719804459973018,-0.027353106846880214,0.998839265979238,0.02506435512478145
-0.03424498627298487,-0.028626927640639472,0.9987153171094464,0.023989483112368395
-0.038287671226580826,-0.029665923777945063,0.9985528031065467,0.023372774899540646
-0.04248767938607587,-0.030321580731327385,0.9983813967012901,0.022582859941127305
-0.047001171969759524,-0.03084058916892753,0.9981916873994953,0.021286218539960912
-0.05258225416906569,-0.0317013207961601,0.9979300833235215,0.019122803251302518
-0.05942515650504774,-0.032864554775769744,0.9975566116333271,0.01641275115196718
-0.0661719513750249,-0.03381087759736865,0.9971388852641325,0.013861489873742886
-0.07134822753178469,-0.0339902954585744,0.9968103114113479,0.011103751921002025
-0.07463258089473385,-0.03314915920740818,0.9966296898343556,0.0077699712682171304
-0.0764114444141049,-0.03163196026764352,0.9965645468955289,0.0044513057731019046
-0.07729902177255991,-0.030018854787639538,0.9965547140032037,0.0015593550708693027
0.0779812646824317,0.028567415088308915,-0.9965451843179284,0.0007216414944687924
0.07884132406914836,0.027327257960847433,-0.996509582436459,0.00243283860520765
0.08016015528531806,0.02641729077772673,-0.9964236428516869,0.004049718357166933
0.08169181318094029,0.025897800783268837,-0.9963033525868048,0.005948209654449483
0.08279017618924872,0.025530359353509443,-0.9962093030267396,0.007811020471829974
0.08393391515225067,0.02506617068459956,-0.9961149019875355,0.009049144312475017
0.0849538287572448,0.024482470797145002,-0.9960397631026083,0.009393930042926832
0.08572409859547918,0.024037031822710754,-0.9959867783317735,0.009161736158672544
0.08595849707659385,0.02378691756486846,-0.9959783810406745,0.00850786886901377
0.08530196211259486,0.023597698090549655,-0.9960484475527415,0.007363017882791602
0.08366750357285836,0.023252101516523203,-0.9962057965570928,0.005753218838101775
0.08080482664307291,0.022440447705121408,-0.9964699293977297,0.0038322453027288894
0.07740512195680624,0.021071435749694646,-0.996775767657943,0.0015845189228782964
-0.07453892408817912,-0.019370420374542948,0.997029681383402,0.0007416540988733639
-0.07191023278912065,-0.017541820520642713,0.9972536147684604,0.00253589910585419
-0.06943014634434838,-0.01566217316071981,0.9974575227151481,0.003555487230446504
-0.06694951455129755,-0.01383616483137857,0.9976522813565925,0.004030948782983217
-0.06388956348793967,-0.012033755949935004,0.9978751569442151,0.0042992497736271005
