0,1,2
-0.017052302,-0.03545414,1.0494243
-0.017048849,-0.03562814,1.0492871
-0.017063942,-0.035759628,1.0493058
-0.01708261,-0.035879582,1.0493243
-0.017102335,-0.035986707,1.0493355
-0.017119076,-0.0360768,1.0493397
-0.01713097,-0.03615828,1.049341
-0.017142262,-0.036242515,1.0493423
-0.017145809,-0.03632462,1.0493335
-0.017142449,-0.036407903,1.0493265
-0.017146952,-0.036493525,1.0493388
-0.017157061,-0.036585465,1.0493578
-0.01715872,-0.036672324,1.0493749
-0.017149908,-0.036742643,1.0493858
-0.017137222,-0.03680359,1.0493915
-0.01712288,-0.03686893,1.0493963
-0.017103823,-0.036944345,1.049406
-0.017081939,-0.03703329,1.0494243
-0.017059619,-0.037141427,1.0494503
-0.017032852,-0.037259042,1.0494757
-0.01699726,-0.037367865,1.0494927
-0.01694661,-0.037453234,1.0495052
-0.016892128,-0.037530124,1.0495273
-0.01683925,-0.03760627,1.0495547
-0.016783267,-0.0376717,1.0495801
-0.016723704,-0.037728727,1.0496027
-0.01666028,-0.037776724,1.0496216
-0.016580869,-0.037813544,1.0496362
-0.016479604,-0.037848413,1.0496565
-0.016362712,-0.037906587,1.0496806
-0.016238285,-0.037989184,1.0497063
-0.016113386,-0.038077995,1.049737
-0.01600508,-0.03816046,1.0497781
-0.015921138,-0.03822866,1.0498142
-0.015860852,-0.038269803,1.0498364
-0.015825266,-0.03828299,1.0498531
-0.015812393,-0.03828214,1.0498688
-0.01581761,-0.038263515,1.0498873
-0.015833108,-0.03822498,1.0499079
-0.015856817,-0.0381587,1.0499218
-0.015892472,-0.038061738,1.0499238
-0.015944108,-0.037925705,1.0499088
-0.016009118,-0.037739396,1.0498832
-0.016079176,-0.037488744,1.0498519
-0.016147006,-0.037181303,1.0498122
-0.016217157,-0.036845326,1.0497695
-0.01629506,-0.036496907,1.0497284
-0.01637156,-0.036133885,1.049687
-0.016439434,-0.035743475,1.0496415
-0.016518243,-0.035280123,1.0495596
-0.016603291,-0.034786865,1.0494604
-0.016687995,-0.03430268,1.0493716
-0.0167577,-0.033830673,1.0492978
-0.016812706,-0.033342913,1.0492288
