0,1,2
-0.003725002,0.017729878,1.0506356
-0.0036683735,0.01766114,1.0505977
-0.003605926,0.017629802,1.0506321
-0.0035538618,0.01762493,1.0506679
-0.0035147793,0.01763244,1.0506922
-0.003475087,0.017634585,1.0507082
-0.0034290487,0.01763159,1.05072
-0.0033870076,0.017625898,1.0507233
-0.0033516013,0.01761876,1.0507278
-0.0033113437,0.017610073,1.0507408
-0.0032679266,0.017587572,1.0507565
-0.0032284292,0.017549291,1.0507659
-0.0031907419,0.017521307,1.0507746
-0.003152509,0.017514586,1.050787
-0.003114988,0.017517224,1.0507969
-0.003076127,0.017515942,1.0508039
-0.0030361603,0.01750739,1.0508176
-0.0030019963,0.017491221,1.0508419
-0.0029698424,0.017471,1.0508611
-0.0029333495,0.017465591,1.0508704
-0.0028918972,0.017484918,1.0508777
-0.0028568043,0.017510682,1.0508813
-0.0028287708,0.017536446,1.0508758
-0.0028021238,0.017576396,1.0508684
-0.002799044,0.017638087,1.0508574
-0.0027863542,0.017711103,1.0508446
-0.0027829502,0.017793432,1.0508298
-0.002786139,0.01790154,1.0508174
-0.0028117276,0.018006474,1.050802
-0.0028527176,0.018110052,1.0507867
-0.0028960025,0.018209174,1.0507714
-0.002936212,0.018309921,1.050759
-0.0029766515,0.018394575,1.0507822
-0.0030193084,0.018465102,1.0507812
-0.0030577828,0.018532619,1.0507644
-0.0030941782,0.018585876,1.0507532
-0.0031254906,0.018620625,1.0507461
-0.0031463387,0.018654987,1.0507288
-0.003168965,0.01867877,1.0507163
-0.0032072559,0.018676534,1.0507154
-0.0032445688,0.018669352,1.0507098
-0.0032673627,0.018679485,1.0506954
-0.003286305,0.018703505,1.0506864
-0.0033145747,0.01874642,1.0506831
-0.0033398652,0.018784896,1.0506749
-0.003355626,0.018834129,1.050661
-0.0033646857,0.018868685,1.0506464
-0.00337725,0.018901363,1.0506275
-0.003393749,0.018942133,1.0506141
-0.0034057493,0.018967122,1.0506103
-0.0034228326,0.018973544,1.0506102
-0.0034471331,0.018965751,1.0506065
-0.0034618773,0.01899214,1.0506
-0.0034530293,0.019001216,1.0505809
-0.0034396537,0.019012854,1.0505663
-0.0034202626,0.01898238,1.0505557
-0.0034109347,0.01891531,1.05056
-0.00341536,0.018825248,1.0505611
-0.0034210682,0.018718928,1.0505602
-0.003411187,0.018609121,1.0505718
-0.0033999637,0.018482506,1.0505838
-0.0033958387,0.018339261,1.0505831
-0.0033905758,0.018198594,1.0505917
-0.0033934512,0.018069386,1.050614
-0.0034083046,0.01795432,1.050625
-0.0034231923,0.017848492,1.050621
-0.0034271101,0.017753735,1.0506184
-0.0034263055,0.017667994,1.0506208
-0.0034385244,0.017552555,1.0506134
-0.0034541248,0.017409265,1.0505989
-0.0034664057,0.017264381,1.0506017
-0.0035021096,0.017099276,1.0506305
-0.003535415,0.016859636,1.0506546
-0.0030182544,0.016537055,1.050516
-0.0031049615,0.016301394,1.0505128
-0.003224519,0.016075954,1.0505221
-0.0032836597,0.015775189,1.0505124
-0.0032745237,0.015301108,1.0505524
-0.0032860688,0.014775753,1.0506345
-0.0033642184,0.01433529,1.0507135
-0.0035080942,0.013951108,1.0508187
-0.0035879072,0.013504684,1.0508958
-0.0035946905,0.0130699575,1.0508815
-0.003655963,0.012767196,1.0508546
-0.003760739,0.012551948,1.0508552
-0.0038532496,0.01238139,1.0508679
-0.003888717,0.012249336,1.0508786
-0.0038420989,0.012206078,1.0508915
-0.0037269054,0.012307286,1.0509218
-0.003584402,0.012530118,1.0509903
-0.0034406981,0.01284337,1.0510858
-0.003297849,0.013272598,1.0511788
-0.0031678565,0.013834149,1.0512689
-0.0030632694,0.014494553,1.0513594
-0.002983254,0.015202895,1.0514395
-0.0029284714,0.01592131,1.0515069
-0.0029143486,0.016636938,1.0515579
-0.0029634102,0.01735501,1.0515872
-0.0030638287,0.018075734,1.0515987
-0.0032062212,0.018743113,1.0515958
-0.0034095629,0.01929295,1.0515974
-0.0036941925,0.019791245,1.0516161
-0.004072664,0.020316511,1.0516686
-0.004498329,0.020847961,1.0516943
-0.0049703605,0.021344751,1.0516984
-0.0054636225,0.021859437,1.051675
-0.005932487,0.022367,1.0516485
-0.0063508316,0.022781074,1.051622
-0.0066959476,0.023099378,1.0515959
-0.0069375,0.023390993,1.0515877
-0.0071039265,0.023741722,1.0515553
-0.007239578,0.024151653,1.051437
-0.0073445113,0.024541676,1.0512451
-0.007426282,0.024823755,1.051054
-0.0075154784,0.024953201,1.0509149
-0.0075677726,0.024965495,1.0508493
-0.007435473,0.024863586,1.0508503
-0.007088564,0.024709791,1.0508716
-0.0066475207,0.024564296,1.0508901
-0.006193613,0.024416521,1.0509075
-0.005800824,0.02433221,1.0509274
-0.0054211784,0.024240196,1.0509249
-0.0050979313,0.02419962,1.0508851
-0.004862845,0.024222702,1.05081
-0.0047301473,0.024248749,1.0507119
-0.0046893856,0.02420324,1.050613
-0.0047187633,0.024116531,1.0505384
-0.0047965273,0.02404356,1.0504824
-0.0049252473,0.023934647,1.0504204
-0.004964418,0.023693532,1.050405
-0.005114519,0.02349542,1.0503962
-0.0053439373,0.023169652,1.0503974
-0.005584405,0.022791997,1.0504808
-0.005863509,0.022431135,1.0505431
-0.0061667166,0.02207838,1.0506138
-0.0064892936,0.021732554,1.0507106
-0.0068417774,0.021349713,1.0507945
-0.0072299163,0.020928293,1.0508512
-0.0076456508,0.0205096,1.0509028
-0.008080803,0.020109162,1.0509626
-0.008487232,0.019737527,1.0510083
-0.008763973,0.019404337,1.0510222
-0.008843273,0.0190963,1.0509969
-0.008829158,0.018881962,1.0509592
-0.008620743,0.018574774,1.0509713
-0.00822977,0.01813294,1.0510662
-0.007708834,0.017579228,1.0512002
-0.0071415007,0.017009243,1.0513021
-0.006655075,0.016608238,1.0513488
-0.006362218,0.016480118,1.0513029
-0.006196545,0.016459614,1.0511674
-0.0061073704,0.016475886,1.0510154
-0.006110617,0.016567677,1.050896
-0.006225734,0.01676333,1.0508046
-0.0064394316,0.017043546,1.0506997
-0.0067006615,0.017374963,1.050572
-0.0069736536,0.017675683,1.0504595
-0.007263471,0.017845929,1.0503857
-0.0074572884,0.017805278,1.0503837
-0.00764564,0.01769434,1.0504298
-0.007934185,0.017645821,1.0504885
-0.008325215,0.017681926,1.050533
-0.008721676,0.017597765,1.0506109
-0.009006269,0.01739107,1.0507498
-0.009219289,0.017243102,1.0508924
-0.009404714,0.017169207,1.0510144
-0.009582469,0.01715219,1.0511137
-0.009752107,0.017140552,1.0512154
-0.009923976,0.017101914,1.0513252
-0.010104242,0.017035872,1.0514292
-0.010277345,0.016929388,1.0515116
-0.010436269,0.01677017,1.0515503
-0.0105932215,0.016598403,1.0515442
-0.010761333,0.016442582,1.051538
-0.010954858,0.0162469,1.0515568
-0.011206395,0.015910327,1.0515953
-0.0114524495,0.01541774,1.0516467
-0.011609302,0.014842957,1.0517143
-0.011710469,0.01439853,1.0518724
-0.011729973,0.013987511,1.0519646
-0.011688974,0.0136629045,1.0520155
-0.011584685,0.013439864,1.0520378
-0.011431241,0.013345212,1.0520424
-0.01121239,0.013400286,1.0520226
-0.010912956,0.013577521,1.0519903
-0.010558884,0.013837993,1.0519584
-0.010172681,0.014136344,1.0519222
-0.009783167,0.01440303,1.0518454
-0.009407768,0.0145726055,1.0517241
-0.009017704,0.014617205,1.0516165
-0.008709319,0.014580682,1.0515547
-0.00844002,0.014484063,1.0515691
-0.008327193,0.014397055,1.0515974
-0.0083524715,0.014357209,1.0516105
-0.008454967,0.014331773,1.0515972
-0.008475871,0.014149532,1.0516257
