0,1,2
0.14549816,0.02413416,1.0550936
0.14542747,0.023955628,1.0550209
0.14532876,0.023733616,1.0550025
0.14524615,0.023533404,1.0549887
0.14518884,0.023372695,1.0549836
0.14514509,0.023230687,1.0549824
0.14510775,0.023088768,1.0549797
0.14506921,0.022933811,1.0549796
0.1450314,0.022775963,1.0549734
0.14499354,0.022608593,1.0549673
0.14497241,0.022440344,1.054968
0.14497694,0.022284478,1.0549664
0.14499682,0.022136703,1.0549605
0.14502615,0.022005439,1.0549581
0.14504868,0.021885365,1.0549626
0.14502364,0.02173622,1.0549669
0.14495295,0.021557823,1.0549632
0.1448842,0.021374553,1.0549552
0.14486149,0.021198064,1.054934
0.14491546,0.021026522,1.0548953
0.1450344,0.020851731,1.0549088
0.14520139,0.020662114,1.0549296
0.14536262,0.020447835,1.0549418
0.1455042,0.020254597,1.0549557
0.14564475,0.020063385,1.0549651
0.14578,0.019849315,1.0549802
0.14590114,0.019620195,1.055002
0.14599314,0.019390315,1.0550277
0.14605147,0.019158036,1.0550505
0.14608878,0.01891017,1.0550638
0.1461165,0.018646285,1.0550679
0.1461395,0.018368065,1.055069
0.14616922,0.01808174,1.055076
0.14620817,0.017783329,1.0550901
0.14624736,0.017473117,1.0551031
0.14628041,0.017146856,1.0551072
0.1463218,0.016798422,1.0551023
0.14638394,0.01642476,1.055096
0.14646247,0.016024187,1.0551
0.14655316,0.015606895,1.0551201
0.14667803,0.015187055,1.0551485
0.1468533,0.014784589,1.0551784
0.14709657,0.014403656,1.0552129
0.14744323,0.014027268,1.0552508
0.14794156,0.013687789,1.0552834
0.14851776,0.013414443,1.055323
0.14909038,0.013243884,1.0553782
0.1496883,0.013092622,1.0554285
0.15026096,0.013080969,1.0553852
0.15092337,0.013015956,1.0553433
0.15166587,0.012950733,1.0553098
0.15250134,0.013005331,1.0549111
0.15307465,0.012767822,1.0548483
0.15352827,0.012498066,1.0548823
0.15390813,0.012305796,1.0549073
0.1542334,0.012247294,1.0549288
0.15440658,0.012243241,1.0549791
0.1543498,0.012203142,1.0550932
0.15401551,0.012051627,1.0552927
0.15354845,0.011861086,1.0555298
0.15306747,0.011658311,1.0557377
0.15252364,0.01134479,1.0559247
0.1518678,0.0108178705,1.0561296
0.15108532,0.0099891275,1.0563374
0.15010813,0.008770406,1.0565113
0.1488871,0.007048264,1.0566511
0.14743349,0.0047392696,1.0567437
0.1457738,0.001892373,1.0567796
0.14391103,-0.0014226139,1.0567292
0.14178064,-0.005188629,1.0565177
0.13927186,-0.009364471,1.0560881
0.13631278,-0.013894334,1.0554547
0.13302073,-0.018678263,1.0546443
0.12964302,-0.02355349,1.0535432
0.12626109,-0.028309181,1.0519382
0.12262161,-0.03275937,1.0498627
0.11819852,-0.03684619,1.0477237
0.112567626,-0.04057184,1.0459563
0.10561088,-0.04406704,1.0447621
0.09732124,-0.047414422,1.0440148
0.08759664,-0.051268548,1.042734
0.07665185,-0.053800866,1.0415118
0.064673655,-0.055706248,1.0389993
0.051712144,-0.057049423,1.0351886
0.037650786,-0.05803606,1.0302083
0.022241704,-0.058946848,1.0242844
0.0053077284,-0.059965566,1.0176697
-0.013185537,-0.061110497,1.0106561
-0.03334382,-0.062409908,1.0035777
-0.05525711,-0.06401035,0.9967803
-0.07872014,-0.06597155,0.99060535
-0.10340453,-0.0681424,0.9855129
-0.12901416,-0.07033004,0.98217565
-0.15545878,-0.072554484,0.98153806
-0.18297288,-0.07458946,0.9842511
-0.21051294,-0.07726215,0.98938096
-0.23705512,-0.079943344,0.9957416
-0.26139137,-0.08284497,1.0021446
-0.28320038,-0.086637706,1.0080318
-0.3026533,-0.0918718,1.0131359
-0.3207087,-0.09779656,1.0176436
-0.33789507,-0.104392126,1.0212322
-0.35443798,-0.11164143,1.0238632
-0.37039655,-0.11977293,1.0256294
-0.3859421,-0.12918514,1.0266793
-0.40125358,-0.14029919,1.0271553
-0.41643754,-0.153483,1.027149
-0.43155488,-0.169148,1.0267204
-0.44635582,-0.18752368,1.0258856
-0.46041036,-0.20850602,1.0246292
-0.47349885,-0.23182313,1.0231627
-0.48525628,-0.2569238,1.0222563
-0.4950019,-0.28274167,1.0231328
-0.50245297,-0.30786225,1.0265161
-0.5081652,-0.33100837,1.0315653
-0.5126358,-0.35097647,1.0365494
-0.51616436,-0.36734647,1.0406854
-0.5191444,-0.38095555,1.0444053
-0.52187294,-0.39294088,1.04786
-0.5245864,-0.40385604,1.0505487
-0.5274884,-0.41354212,1.0522373
-0.5303652,-0.42226216,1.0531437
-0.53313357,-0.42989376,1.0533574
-0.53578293,-0.43645248,1.0531288
-0.5382954,-0.44210345,1.0527117
-0.5406938,-0.44710535,1.0522989
-0.5428426,-0.4514079,1.0518607
-0.5442088,-0.4546073,1.051298
-0.5439679,-0.45641625,1.0505974
-0.5416393,-0.45706546,1.0496366
-0.5375467,-0.45707852,1.0480393
-0.53240496,-0.45671695,1.0454121
-0.5265323,-0.45587593,1.0415459
-0.5197241,-0.45448637,1.036294
-0.5116848,-0.45289034,1.0295908
-0.50222504,-0.45172197,1.0216099
-0.49123156,-0.4514078,1.0124693
-0.478811,-0.45173123,1.002006
-0.46517134,-0.45221293,0.9901346
-0.45017555,-0.45285553,0.9772799
-0.43334585,-0.4540825,0.9643165
-0.41435596,-0.45592263,0.9520961
-0.39301205,-0.4578342,0.94128436
-0.3686961,-0.4592275,0.93272364
-0.34069246,-0.4596262,0.9277998
-0.30921698,-0.45872283,0.9281613
-0.27571034,-0.4568363,0.9347459
-0.2424095,-0.45461363,0.9464639
-0.21136233,-0.4524294,0.9604346
-0.18293703,-0.44988447,0.9739038
-0.15649578,-0.44642442,0.985773
-0.13240346,-0.4420684,0.99631643
-0.11129596,-0.43711904,1.006183
-0.093078636,-0.43178195,1.0155061
-0.07717886,-0.42605424,1.0236261
-0.062875584,-0.41980714,1.0298271
