0,1,2
0.00917936,0.0063170195,1.0491154
0.009216587,0.0063094497,1.0490365
0.009241205,0.006347239,1.0490222
0.009260476,0.0064148605,1.0490007
0.009278376,0.0064903647,1.0489923
0.009303075,0.006561652,1.0489944
0.009317921,0.006650895,1.0489738
0.009331954,0.0067567974,1.048945
0.009354138,0.006868005,1.0489184
0.0093810195,0.0069772154,1.0488937
0.009403008,0.0071019083,1.0488673
0.009419254,0.0072581917,1.0488383
0.009430813,0.0074382573,1.048812
0.009439161,0.0076196343,1.0487913
0.00944993,0.0077983886,1.0487744
0.009465908,0.007958159,1.0487571
0.009494641,0.00808911,1.048731
0.009525732,0.0082116425,1.0487019
0.00954666,0.008341461,1.0486825
0.009553246,0.008470073,1.0486819
0.009551834,0.008563131,1.0486963
0.009566626,0.008586988,1.0487139
0.009600152,0.008553103,1.048738
0.009625218,0.008519053,1.0487506
0.0096280975,0.008481026,1.0487511
0.009626425,0.008380309,1.0487615
0.009628599,0.008161262,1.0488098
0.009620375,0.007798299,1.0489031
0.009582347,0.00724788,1.0490274
0.009528587,0.006475687,1.0491552
0.009464825,0.00553301,1.0492773
0.009390877,0.0045160204,1.0493691
0.009283486,0.0034365207,1.0494473
0.009170555,0.002433464,1.0494752
0.009016435,0.001540646,1.049482
0.008851241,0.0005917996,1.0495812
0.008564593,-5.169213e-05,1.0495492
0.008335855,-0.00046277046,1.049572
0.008286472,-0.00076776743,1.049564
0.008379334,-0.0009534806,1.0494995
0.008521979,-0.00095786154,1.0494179
0.00870405,-0.0007852614,1.0493658
0.0089042615,-0.0004930049,1.0493506
0.009121543,-0.00013130903,1.0493542
0.009391091,0.00034062564,1.0493572
0.009721607,0.00096304715,1.0493593
0.010094312,0.0017386675,1.0493882
0.010477347,0.002642259,1.0494723
0.010871389,0.0036395937,1.0495914
0.011269787,0.004720181,1.0497365
0.0116335265,0.0059019774,1.0499067
0.011947278,0.0071730167,1.0500673
0.012217788,0.008465186,1.0501864
0.0124311475,0.009705752,1.050261
0.012570301,0.010860905,1.0503005
0.012632989,0.011940047,1.0503162
0.012628364,0.0129338205,1.0503097
0.012582509,0.013816014,1.0502708
0.012503239,0.0145397335,1.0502086
0.012381294,0.01510565,1.0501623
0.012221548,0.015556246,1.0501667
0.012053061,0.015909225,1.050223
0.01190483,0.016195863,1.0502917
0.011814999,0.016490534,1.0503349
0.011822631,0.016805038,1.0503458
0.011941501,0.01713565,1.0503299
0.012121249,0.017521814,1.0502987
0.012336911,0.017972156,1.0502528
0.012567324,0.01847355,1.0501795
0.012798103,0.01900883,1.0500598
0.013023561,0.019531876,1.0499038
0.013229413,0.020005405,1.0497437
0.013401324,0.020405874,1.0496073
0.013551122,0.020717353,1.0494874
0.013686428,0.020927772,1.0493652
0.013796096,0.02103749,1.0492384
0.013871912,0.021059245,1.0491009
0.013915772,0.021010756,1.0489596
0.013951322,0.020889476,1.0488255
0.013974108,0.020702317,1.0487406
0.01396546,0.020474195,1.0487325
0.013945352,0.020198539,1.0487714
0.013916958,0.019875675,1.0488555
0.013879303,0.019503072,1.0489609
0.013831276,0.019078836,1.0490633
0.013775327,0.01863192,1.0491797
0.013709105,0.018142745,1.0492779
0.013628098,0.017682523,1.049393
0.013525523,0.017216101,1.0494678
0.013404428,0.01677224,1.049516
0.013263519,0.016373977,1.0495692
0.013096664,0.01600878,1.0496392
0.0128986435,0.015643358,1.0497296
0.012684846,0.015247554,1.0497776
0.012454632,0.014828801,1.0497909
