-0.150587,1.077302,0.783885,-0.027832,0.047955,-0.687547,0.724020,2.879800,2.967100,2.757600,0.262983,0.197928,-0.045349,-0.123601,0.267949,0.040165,0.255201,0.084835,-0.000840,-0.011354,0.059469,0.096391,0.041061,0.207383,0.022316,0.606689,0.000000,0.000000,0.000000,0.115889,-0.139225,0.026493,0.602599,0.000000,0.000000,0.000000
-0.153373,1.077836,0.784192,-0.028856,0.044916,-0.683775,0.727738,2.879800,2.967100,2.757600,0.268388,0.198255,-0.044111,-0.120944,0.268187,0.040877,0.261858,0.085746,-0.000930,-0.023560,0.059475,0.092244,0.059118,0.214294,0.030948,0.618909,0.000000,0.000000,0.000000,0.135706,-0.144313,0.016307,0.615647,0.000000,0.000000,0.000000
-0.154977,1.079388,0.784439,-0.030741,0.041763,-0.679576,0.731770,2.879800,2.967100,2.757600,0.273915,0.198596,-0.043168,-0.117502,0.268090,0.041648,0.267420,0.086520,-0.000993,-0.037179,0.059700,0.087435,0.081802,0.223302,0.041204,0.633915,0.000000,0.000000,0.000000,0.159583,-0.150473,0.005342,0.631015,0.000000,0.000000,0.000000
-0.155041,1.080130,0.784722,-0.032664,0.040105,-0.674916,0.736079,2.879800,2.967100,2.757600,0.278588,0.198799,-0.042511,-0.113818,0.267812,0.042638,0.270531,0.087248,-0.001031,-0.051604,0.060138,0.081327,0.109307,0.238874,0.055274,0.652085,0.000000,0.000000,0.000000,0.187315,-0.161716,-0.007840,0.648472,0.000000,0.000000,0.000000
-0.154373,1.079436,0.785161,-0.034084,0.039417,-0.670926,0.739691,2.879800,2.967100,2.757600,0.282321,0.198952,-0.042006,-0.108864,0.267353,0.043636,0.270832,0.087983,-0.001051,-0.066946,0.060328,0.072732,0.142803,0.262125,0.073867,0.673857,0.000000,0.000000,0.000000,0.221086,-0.179835,-0.024101,0.668517,0.000000,0.000000,0.000000
-0.155583,1.077828,0.785757,-0.033595,0.039207,-0.667509,0.742809,2.879800,2.967100,2.757600,0.284316,0.199284,-0.041444,-0.104053,0.266704,0.043902,0.266438,0.088593,-0.001042,-0.086333,0.059572,0.063011,0.184470,0.294107,0.096930,0.699887,0.000000,0.000000,0.000000,0.258924,-0.205569,-0.043356,0.690258,0.000000,0.000000,0.000000
-0.157400,1.076095,0.786385,-0.032995,0.038458,-0.664380,0.745676,2.879800,2.967100,2.757600,0.285405,0.200006,-0.040993,-0.096146,0.265806,0.043504,0.258735,0.089149,-0.001034,-0.104395,0.058592,0.051160,0.227313,0.338512,0.125407,0.728554,0.000000,0.000000,0.000000,0.296989,-0.242101,-0.067322,0.713455,0.000000,0.000000,0.000000
-0.160141,1.072136,0.787124,-0.030628,0.038576,-0.661961,0.747918,2.879800,2.967100,2.757600,0.285522,0.201148,-0.040546,-0.088382,0.264759,0.042465,0.247801,0.089649,-0.001010,-0.124904,0.056914,0.039530,0.270391,0.389477,0.156777,0.759479,0.000000,0.000000,0.000000,0.334443,-0.292104,-0.097124,0.739061,0.000000,0.000000,0.000000
-0.160082,1.068724,0.787787,-0.029881,0.039206,-0.659500,0.750086,2.879800,2.967100,2.757600,0.285282,0.202555,-0.040467,-0.077676,0.263156,0.040996,0.234559,0.090292,-0.000972,-0.141869,0.056563,0.027922,0.305936,0.445950,0.189355,0.789600,0.000000,0.000000,0.000000,0.365263,-0.347893,-0.129122,0.765296,0.000000,0.000000,0.000000
-0.160232,1.069073,0.788191,-0.030317,0.038793,-0.656997,0.752284,2.879800,2.967100,2.757600,0.283982,0.204168,-0.040543,-0.067131,0.261374,0.037876,0.218623,0.091171,-0.000912,-0.156322,0.056361,0.017964,0.335516,0.507835,0.222030,0.818289,0.000000,0.000000,0.000000,0.388536,-0.408605,-0.161803,0.790655,0.000000,0.000000,0.000000
