0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
-0.111817226,-0.028853366,0.28926796,-0.26,0.0,0.23815654,0.021261685,0.31299075,-0.26,0.0,-0.037304692,0.15872727,0.08119394,0.08696233,1.1793239,0.16789517,-0.20690128,-0.22320662,1.0011567
-0.1116756,-0.028499495,0.2888402,-0.26,0.0,0.23811547,0.021404205,0.31228653,-0.26,0.0,-0.036969904,0.15992677,0.08132896,0.08879735,1.1777732,0.1677417,-0.20659246,-0.22343014,1.0000912
-0.110480905,-0.028567318,0.2887446,-0.26,0.0,0.23830786,0.021312268,0.31212756,-0.26,0.0,-0.036681008,0.16022682,0.08174071,0.09036219,1.1774962,0.16745487,-0.20689218,-0.22324704,0.9996649
-0.110021,-0.028802175,0.28872803,-0.26,0.0,0.23863302,0.021181528,0.31210193,-0.26,0.0,-0.036423106,0.16021755,0.082209945,0.09192392,1.1774871,0.1671748,-0.20725948,-0.22265299,0.9992157
-0.10995795,-0.029075786,0.28880593,-0.26,0.0,0.23909386,0.021068724,0.31221744,-0.26,0.0,-0.04148913,0.15184169,0.08042955,0.09259576,1.1737442,0.16911328,-0.20801575,-0.22210422,0.99963355
-0.10980831,-0.02934682,0.28890848,-0.26,0.0,0.23955353,0.020945515,0.312393,-0.26,0.0,-0.035526145,0.15995793,0.082862906,0.094115324,1.1771501,0.16657072,-0.20777147,-0.2209255,0.9982278
-0.10961832,-0.02963636,0.2889668,-0.26,0.0,0.23998049,0.02076887,0.31258056,-0.26,0.0,-0.034896746,0.15988353,0.08307157,0.09451113,1.176721,0.16633368,-0.20799817,-0.22013941,0.99774486
-0.10955358,-0.029871171,0.28896323,-0.26,0.0,0.24028888,0.020597858,0.31270093,-0.26,0.0,-0.040059216,0.15114307,0.08088924,0.09403913,1.1725048,0.16853347,-0.20868887,-0.21968032,0.99812883
-0.109386936,-0.030027732,0.2888975,-0.26,0.0,0.24043125,0.020443356,0.31278226,-0.26,0.0,-0.033843778,0.15965378,0.08307805,0.09460589,1.1761788,0.16606301,-0.20838441,-0.21855952,0.9964997
-0.10891988,-0.030181916,0.28881428,-0.26,0.0,0.2404489,0.020271339,0.31289268,-0.26,0.0,-0.039230835,0.15089665,0.0805438,0.09333443,1.1721406,0.16836154,-0.20920332,-0.2179827,0.9970048
-0.108451486,-0.030385558,0.28865647,-0.26,0.0,0.24055667,0.020036139,0.31298083,-0.26,0.0,-0.03874968,0.1507452,0.08022528,0.092160404,1.1724046,0.16828097,-0.20943117,-0.21745776,0.99680144
-0.10819047,-0.0306219,0.28837729,-0.26,0.0,0.24084105,0.019734794,0.3130031,-0.26,0.0,-0.03275562,0.15881781,0.08194449,0.09143687,1.1764675,0.1659128,-0.20907398,-0.2169356,0.9959089
-0.10814604,-0.030892309,0.2879806,-0.26,0.0,0.24123289,0.01940342,0.31293112,-0.26,0.0,-0.03247394,0.15851632,0.081251554,0.09006952,1.1765846,0.16586255,-0.2090632,-0.21681619,0.9961281
-0.1083981,-0.031197079,0.28754914,-0.26,0.0,0.24156362,0.01906639,0.3128372,-0.26,0.0,-0.037465997,0.1506354,0.078458175,0.08828355,1.1734655,0.16796324,-0.20944653,-0.2165682,0.99701875
-0.108641975,-0.03147786,0.28709364,-0.26,0.0,0.24189752,0.018722177,0.3127349,-0.26,0.0,-0.032731075,0.1580096,0.07974269,0.08812702,1.1773326,0.16579415,-0.20901069,-0.21517369,0.9959544
-0.108288325,-0.031804714,0.28673068,-0.26,0.0,0.24240457,0.018343018,0.31271777,-0.26,0.0,-0.03292548,0.15792507,0.07894274,0.08795179,1.1777228,0.16559334,-0.20920926,-0.21368293,0.9957872
-0.10753102,-0.032245845,0.28675127,-0.26,0.0,0.24283455,0.017977394,0.3130511,-0.26,0.0,-0.0373572,0.1511003,0.07632006,0.08775861,1.1746769,0.16703652,-0.20998241,-0.21224526,0.9965651
-0.10663602,-0.03279846,0.28732723,-0.26,0.0,0.24293336,0.017684245,0.31395862,-0.26,0.0,-0.032457743,0.15818782,0.07758335,0.089295045,1.1772404,0.16472948,-0.21003267,-0.21035358,0.9959678
-0.10582652,-0.033282936,0.28841457,-0.26,0.0,0.24266881,0.017616607,0.31538224,-0.26,0.0,-0.03154797,0.15857929,0.07714016,0.09089552,1.1756785,0.16426086,-0.21056187,-0.20871446,0.9967433
-0.105508804,-0.033506565,0.28961718,-0.26,0.0,0.24228649,0.017842624,0.31688052,-0.26,0.0,-0.030072978,0.15921356,0.07702637,0.09245103,1.1731815,0.16393958,-0.21113017,-0.20678392,0.9984798
-0.10547357,-0.033876132,0.29025817,-0.26,0.0,0.24234734,0.01782733,0.3179871,-0.26,0.0,-0.0349433,0.15004057,0.07434824,0.09256765,1.1661417,0.16644177,-0.21173613,-0.20474255,1.0006443
-0.10542937,-0.034289524,0.2899344,-0.26,0.0,0.24268077,0.017508434,0.31834096,-0.26,0.0,-0.03437576,0.14980482,0.074498035,0.09304916,1.1638002,0.16703951,-0.211762,-0.20254003,1.0018281
-0.10504666,-0.034637444,0.28868893,-0.26,0.0,0.24316081,0.01694433,0.31791118,-0.26,0.0,-0.034175634,0.1497549,0.07483896,0.09355855,1.1623607,0.1676092,-0.211752,-0.20088509,1.0029963
-0.10468311,-0.034903888,0.28699842,-0.26,0.0,0.24357595,0.016253043,0.31712323,-0.26,0.0,-0.027685167,0.16024692,0.07819225,0.09486748,1.1668415,0.16567428,-0.2109277,-0.199914,1.0027393
-0.104645394,-0.03506039,0.28540108,-0.26,0.0,0.24372786,0.015661769,0.31635743,-0.26,0.0,-0.034737915,0.14974523,0.075481616,0.094406165,1.1622998,0.16833356,-0.2112062,-0.20056328,1.004693
-0.104844354,-0.035240967,0.2841384,-0.26,0.0,0.24376376,0.0151316365,0.31583723,-0.26,0.0,-0.028223151,0.16020462,0.07857916,0.09565463,1.1678265,0.16603227,-0.21069916,-0.20125389,1.0044854
-0.10504043,-0.03547776,0.2832912,-0.26,0.0,0.24375826,0.014685547,0.31561854,-0.26,0.0,-0.027902026,0.16034737,0.078492284,0.09595503,1.1686871,0.16608869,-0.21097642,-0.20207442,1.0048366
-0.10510084,-0.03577895,0.28286353,-0.26,0.0,0.24374843,0.014349312,0.31566745,-0.26,0.0,-0.033765282,0.15024728,0.07538567,0.09510502,1.1648716,0.16846399,-0.21183626,-0.20301606,1.0058717
-0.10507373,-0.036163356,0.28269932,-0.26,0.0,0.24389017,0.014039649,0.3158755,-0.26,0.0,-0.03272651,0.15064617,0.07517611,0.09499075,1.1659788,0.16840601,-0.21203531,-0.20391935,1.0058239
-0.105125934,-0.036631376,0.28262162,-0.26,0.0,0.24425867,0.013688244,0.31616586,-0.26,0.0,-0.025128163,0.16122827,0.07776187,0.095694765,1.171808,0.16592437,-0.21164705,-0.20459077,1.0047646
-0.10520856,-0.03712735,0.28258133,-0.26,0.0,0.24464606,0.0133203175,0.31652376,-0.26,0.0,-0.02417021,0.16128944,0.07746297,0.095454,1.1730279,0.16571029,-0.21190958,-0.20505714,1.0046583
